"","GEOID","NAME","Minutes_Total_E","Minutes_Total_M","Minutes_Less_than_5_E","Minutes_Less_than_5_M","Minutes_5_to_9_E","Minutes_5_to_9_M","Minutes_10_to_14_E","Minutes_10_to_14_M","Minutes_15_to_19_E","Minutes_15_to_19_M","Minutes_20_to_24_E","Minutes_20_to_24_M","Minutes_25_to_29_E","Minutes_25_to_29_M","Minutes_30_to_34_E","Minutes_30_to_34_M","Minutes_35_to_39_E","Minutes_35_to_39_M","Minutes_40_to_44_E","Minutes_40_to_44_M","Minutes_45_to_59_E","Minutes_45_to_59_M","Minutes_60_to_89_E","Minutes_60_to_89_M","Minutes_90_or_more_E","Minutes_90_or_more_M","year"
"3365","06029","Kern County, California",329478,7523,7474,1461,33992,3521,52797,4703,74371,5012,55415,4233,19945,2890,35686,4095,5627,1943,7644,1405,16288,2194,12322,2034,7917,1584,2015
"3366","06031","Kings County, California",53900,2591,3188,1116,8812,1374,8919,1716,8748,1540,5374,1189,2898,864,5489,1213,1893,1133,1125,470,4187,1080,2129,1039,1138,550,2015
"3367","06033","Lake County, California",21079,1891,1552,689,2825,972,1960,834,2677,1256,1195,567,1385,722,1651,853,1739,906,605,340,2106,847,1833,667,1551,720,2015
"3368","06037","Los Angeles County, California",4454851,20313,54643,4439,253475,7991,470495,10301,606028,12818,615120,13243,238296,7945,787962,12649,120347,5828,223982,7464,486243,10975,437687,11658,160573,6692,2015
"3369","06039","Madera County, California",50539,2935,1358,635,4540,1139,8321,2093,6118,1528,6232,1602,2335,721,9808,1846,1841,1010,3377,1473,3312,972,1750,765,1547,650,2015
"3370","06041","Marin County, California",115241,3699,2794,1041,10370,1775,13788,1846,13544,2178,13545,1843,5845,1036,13588,1784,3229,966,5913,1106,13599,2082,13824,1944,5202,1314,2015
"3371","06045","Mendocino County, California",31957,2356,2275,752,6797,1119,6201,1352,6204,1329,3224,936,886,499,2325,756,122,113,404,430,879,447,1208,573,1432,693,2015
"3372","06047","Merced County, California",89569,3961,5405,1645,15967,2560,17094,2390,14467,2052,9744,1543,3664,1763,5216,1365,1211,674,2108,772,3312,966,5672,1435,5709,1568,2015
"3373","06053","Monterey County, California",178200,4108,3118,868,18252,2099,26769,2254,43101,3747,31744,3603,8988,1621,18810,2634,3590,1051,7352,1807,7407,1201,5140,1485,3929,1131,2015
"3374","06055","Napa County, California",64403,2310,2518,647,10266,1387,11396,1474,9746,1380,7297,1234,3476,789,6512,1127,1279,542,1545,554,3533,758,4577,894,2258,702,2015
"3375","06057","Nevada County, California",36508,2289,2057,903,6573,1318,6590,1311,5837,1522,3412,741,2158,743,2622,829,891,520,1055,589,1740,678,1695,757,1878,747,2015
"3376","06059","Orange County, California",1444922,11860,18099,2164,106437,5865,182552,7390,221857,8641,237935,7707,87176,5075,248447,7932,34694,2677,56608,4927,113698,4389,99492,5046,37927,3341,2015
"3377","06061","Placer County, California",148969,3856,3336,815,16876,2444,20740,2434,22962,2307,17473,2242,7661,1390,21111,2608,4802,852,7924,1491,13717,1926,8230,1703,4137,911,2015
"3378","06065","Riverside County, California",904784,10859,15180,2381,68141,4812,114430,5237,125124,6647,120369,6380,49189,3868,112629,5877,19163,2554,34528,3358,75652,3810,104033,5765,66346,4491,2015
"3379","06067","Sacramento County, California",619070,8734,10786,1854,43890,4036,76912,4816,93336,4458,107002,5709,46642,3177,106961,6107,19805,1927,23745,2430,47142,3062,24399,2707,18450,2090,2015
"3380","06071","San Bernardino County, California",829620,11481,19027,2126,68025,5460,104436,5735,126710,6935,117957,6465,43665,3932,111838,5855,18474,2417,29982,2842,67374,5637,72070,4837,50062,3571,2015
"3381","06073","San Diego County, California",1476292,14322,21318,2701,112317,6863,180053,6896,247007,8489,258619,9823,110437,6181,234706,9420,43426,4486,58920,3978,103930,5359,70931,5253,34628,3560,2015
"3382","06075","San Francisco County, California",466516,6649,3008,947,12905,2016,37149,3346,48725,3743,69243,4636,27690,2467,92600,5085,18529,1930,28353,2575,55630,3745,54173,4095,18511,2124,2015
"3383","06077","San Joaquin County, California",271229,5204,7189,1331,26472,2822,38694,2994,43590,3826,32343,2895,17502,2388,27073,2429,5153,1222,7708,1619,18242,2072,25532,2448,21731,2470,2015
"3384","06079","San Luis Obispo County, California",119062,3406,6623,1892,18449,2406,21089,2502,18230,2502,17548,2079,7358,1529,14595,2155,1692,603,3029,1110,4691,1344,3496,911,2262,710,2015
"3385","06081","San Mateo County, California",370930,4741,4215,1051,26268,3097,43633,3790,54948,4152,54986,3550,23558,2634,59642,3720,12068,1770,19202,2503,39869,3191,25978,2422,6563,1101,2015
"3386","06083","Santa Barbara County, California",197115,4386,8991,2071,29338,3226,46089,3378,37575,3052,27160,3073,4989,1223,14969,2055,3134,839,5062,1321,9858,2423,6930,1439,3020,986,2015
"3387","06085","Santa Clara County, California",890149,8936,9991,1614,51285,3804,97151,5355,136649,5747,151867,7011,60936,3864,155039,6660,24270,2340,42912,3280,78671,3665,59605,3576,21773,2236,2015
"3388","06087","Santa Cruz County, California",118402,3504,2820,895,13997,2247,18332,1758,20366,2431,15306,2092,5162,1180,13019,1510,3473,936,3106,813,10200,1843,8626,1564,3995,911,2015
"3389","06089","Shasta County, California",66421,2829,2727,944,10115,1665,16362,2128,16006,1981,8783,1687,2749,726,3669,955,896,461,454,256,1503,634,1626,642,1531,601,2015
"3390","06095","Solano County, California",184238,4666,3584,1069,17969,2101,28553,3652,24771,2293,18230,1971,8536,1633,19934,2099,6509,1352,7484,1363,17959,1987,19626,2279,11083,1748,2015
"3391","06097","Sonoma County, California",228321,4496,9148,1536,30220,2789,36049,3453,35667,3038,34474,3440,14348,2224,26466,2706,4688,1033,5897,1163,10955,1596,12250,1485,8159,1417,2015
"3392","06099","Stanislaus County, California",199902,4652,7151,1539,27469,3481,31712,3324,31394,3262,25913,2652,10998,2250,19858,2187,3481,909,6028,1932,10083,1911,10080,1819,15735,2292,2015
"3393","06101","Sutter County, California",35040,1802,2251,897,3827,1079,5672,1002,6067,1118,4211,1013,1338,627,3036,905,425,294,1091,370,3591,889,2979,845,552,322,2015
"3394","06107","Tulare County, California",159691,4919,4067,1011,21895,2650,24592,2980,25271,2855,22792,2619,8384,1563,20686,2577,2607,776,6010,1462,10179,1958,7890,1515,5318,1652,2015
"3395","06111","Ventura County, California",377120,6024,7703,1595,37396,3470,50138,3678,53583,3458,53115,4204,37260,3788,52921,4705,9211,1182,13302,2048,26464,2787,22491,2372,13536,1745,2015
"3396","06113","Yolo County, California",92060,3152,2572,907,13290,2083,17281,2014,13697,2005,13472,1903,4951,1129,10311,1743,2989,748,2807,932,4460,1083,3939,1146,2291,821,2015
"3397","06115","Yuba County, California",26582,1961,455,307,1606,761,4080,1235,4888,1396,2106,725,1604,860,2924,917,1287,853,1169,570,4018,1067,1677,886,768,426,2015
"3398","08001","Adams County, Colorado",227427,4273,4435,1605,13180,1919,18490,1993,32485,2747,36202,3159,16352,1863,38759,3419,10375,1570,10563,1430,24185,2199,16862,2314,5539,1230,2015
"3399","08005","Arapahoe County, Colorado",305901,5321,4276,980,18036,2019,32355,2344,45602,3852,49956,3725,26059,2573,49325,3839,12549,1473,15880,2163,29056,2176,16688,1961,6119,1242,2015
"3400","08013","Boulder County, Colorado",148396,3754,5376,1253,16718,2194,28287,3031,23798,2398,21502,1840,9565,1640,15995,1944,3729,828,5294,1076,9960,1476,5392,1211,2780,910,2015
"3401","08014","Broomfield County, Colorado",32839,1429,419,303,2683,681,4172,838,3968,1036,3056,611,1916,645,4337,1020,1801,475,2019,572,4195,1055,3285,756,988,480,2015
"3402","08031","Denver County, Colorado",340229,6013,6054,1455,22272,2695,40242,3626,58144,4115,57567,3373,23868,2798,60421,4583,11811,1876,14022,2465,25937,2689,13148,1920,6743,1654,2015
"3403","08035","Douglas County, Colorado",152515,3040,3900,1339,12727,1832,15655,1916,22407,2292,20708,2018,12932,1954,22503,2262,5753,1254,9388,1669,16020,2045,8909,1314,1613,508,2015
"3404","08041","El Paso County, Colorado",311125,4992,7183,1085,27237,2685,45811,3425,61243,3621,63765,4364,23729,2279,38178,3705,7322,1716,5693,1127,13311,1869,11317,1750,6336,1349,2015
"3405","08059","Jefferson County, Colorado",279165,4573,4071,904,20315,2532,31328,2916,38858,2796,41080,2638,20266,2037,44737,3299,11497,1676,15567,1717,29909,1868,17427,2023,4110,836,2015
"3406","08069","Larimer County, Colorado",160759,4959,5126,1407,19894,2532,28487,2650,29410,2765,25247,2837,10321,2031,15153,2019,2470,734,3521,907,10863,1670,8652,1465,1615,474,2015
"3407","08077","Mesa County, Colorado",64800,2767,1325,557,9632,1665,11665,1616,15780,2068,12594,1797,2758,925,4982,1281,239,216,481,348,1385,533,1823,731,2136,906,2015
"3408","08101","Pueblo County, Colorado",62672,2622,2215,780,7265,1457,12665,1359,13192,1480,9199,1273,2987,945,4970,1046,541,306,946,436,4712,1137,2609,914,1371,637,2015
"3409","08123","Weld County, Colorado",128459,3036,3336,866,13156,1754,16012,1811,18853,2221,19615,2186,8726,1290,16050,1905,4813,834,5146,1224,11267,1779,7767,1132,3718,947,2015
"3410","09001","Fairfield County, Connecticut",437057,6632,8789,1579,41782,3018,62956,3287,69641,4206,54290,3708,20345,2208,52166,4150,10081,1612,14605,1807,31624,3327,40882,2973,29896,2502,2015
"3411","09003","Hartford County, Connecticut",418651,5644,10561,2085,41264,3074,62911,4375,69458,3747,77454,4059,29613,2419,56470,3865,11461,1529,16187,1786,22984,2299,14387,2094,5901,1337,2015
"3412","09005","Litchfield County, Connecticut",90178,3017,3545,834,8639,1351,12391,1773,10398,1578,12121,1630,6821,1059,9832,1654,3449,834,4514,1111,8219,1367,6674,1510,3575,818,2015
"3413","09007","Middlesex County, Connecticut",81397,2740,2958,913,8156,1452,9855,1708,11089,1371,10389,1569,6751,1349,11578,1653,3652,918,4746,935,7526,1194,2948,916,1749,521,2015
"3414","09009","New Haven County, Connecticut",402226,6456,8141,1481,34749,3000,61833,4333,69585,4957,63519,3862,25908,2704,51433,4053,13004,1908,13621,2000,28685,2969,19542,2338,12206,2072,2015
"3415","09011","New London County, Connecticut",129314,3644,3730,1191,14962,1967,19520,1983,21613,2394,21606,2530,8918,1626,15604,2033,3125,787,3846,933,7188,1335,7204,1126,1998,626,2015
"3416","09013","Tolland County, Connecticut",73364,2899,1345,747,6295,1353,10038,1573,8676,1481,9946,1657,7097,1341,11789,1503,3044,921,3748,863,7490,1196,2601,768,1295,455,2015
"3417","09015","Windham County, Connecticut",56055,2415,1425,497,6442,1194,8843,1619,7553,1667,7644,1659,3171,744,6897,1563,2003,768,2145,739,6041,1395,3433,917,458,278,2015
"3418","10001","Kent County, Delaware",74717,2375,1853,642,8995,1545,11676,1694,11857,1815,10753,1435,4370,1069,7769,1741,1873,634,2174,708,5425,1153,6032,1124,1940,846,2015
"3419","10003","New Castle County, Delaware",261973,5517,4640,1123,20436,2504,38908,3435,43539,3245,49307,3476,17952,2108,34807,2633,5012,1406,8957,1392,18862,2492,12331,2070,7222,1689,2015
"3420","10005","Sussex County, Delaware",83615,3541,2618,608,7480,1558,12108,1858,12709,1970,12399,1964,5747,1194,13092,2129,1566,562,3277,1056,6079,988,3620,916,2920,807,2015
"3421","11001","District of Columbia, District of Columbia",336621,4813,4645,1347,14107,1939,25834,2559,39346,3786,53919,3780,24702,2390,67939,4436,17632,2199,20134,2415,40750,3166,21720,2731,5893,1378,2015
"3422","12001","Alachua County, Florida",114431,4265,1776,677,8940,1472,18747,2534,24745,3029,24673,3248,7290,1340,14275,2228,2522,730,1864,707,5062,1269,2379,837,2158,797,2015
"3423","12005","Bay County, Florida",80844,3203,1752,669,10488,1742,11293,1707,15038,2355,11737,2016,3986,920,13758,1936,800,388,2257,912,4134,1350,3292,1228,2309,987,2015
"3424","12009","Brevard County, Florida",223633,6797,6333,1555,18270,2388,36548,3933,46315,3983,35704,3474,15491,1974,30042,3395,5030,1228,5464,1317,12055,1881,7159,1592,5222,1354,2015
"3425","12011","Broward County, Florida",874453,9425,11859,2220,55389,4994,91555,5358,130591,7769,135898,6412,64573,4355,157455,6712,27664,2690,35007,3303,86669,6320,57388,4429,20405,2977,2015
"3426","12015","Charlotte County, Florida",55305,3495,849,459,4942,1369,10275,1920,11911,1961,6921,1916,3325,1134,5317,1567,1543,747,3297,1177,4349,1316,1522,604,1054,436,2015
"3427","12017","Citrus County, Florida",39700,2655,1665,807,4709,1577,7278,1774,5505,1369,6490,1524,2201,817,5410,1334,519,346,830,494,1507,611,2161,814,1425,624,2015
"3428","12019","Clay County, Florida",84910,3211,1586,645,5272,1526,7558,1799,9433,1778,11143,2155,4326,1179,14084,2491,3229,1108,6183,1367,12866,2062,7423,1409,1807,658,2015
"3429","12021","Collier County, Florida",138570,4560,3065,1174,13020,1962,20614,2971,27913,3103,21487,2987,6609,1285,19578,2469,4865,1397,4419,1324,7810,1821,6417,1624,2773,1035,2015
"3430","12023","Columbia County, Florida",25033,2338,436,321,3766,1035,3329,967,3924,1186,4314,1201,2660,872,1289,533,258,210,989,576,2503,814,903,469,662,399,2015
"3431","12031","Duval County, Florida",415305,7768,4197,1092,26111,2970,47777,3879,71522,5127,87734,5165,33456,3030,76186,5610,12633,2559,11549,1744,25544,3057,10695,2103,7901,1626,2015
"3432","12033","Escambia County, Florida",132495,4367,2170,899,12615,2152,19882,2727,35715,3210,26212,2747,9518,1701,14072,1985,2167,732,1797,581,4067,1116,2581,1026,1699,665,2015
"3433","12035","Flagler County, Florida",34510,2645,109,108,2146,934,7264,1846,5167,1368,6014,1405,1122,674,4280,1310,712,397,2990,1170,1868,685,1881,680,957,512,2015
"3434","12053","Hernando County, Florida",57725,2869,1327,621,4392,1247,9401,1672,10678,1789,8118,1513,2424,839,4219,1179,1100,531,1463,525,6231,1452,5139,1285,3233,819,2015
"3435","12055","Highlands County, Florida",29584,2233,449,331,4618,1446,5519,1314,5967,1525,4945,1247,596,444,4175,1391,448,376,196,176,707,556,836,522,1128,646,2015
"3436","12057","Hillsborough County, Florida",593729,8666,11090,2283,41665,3756,68299,4802,84571,4495,97476,5182,40419,3244,96061,5403,20718,2451,27428,2714,60243,4561,34343,3781,11416,1920,2015
"3437","12061","Indian River County, Florida",47781,3245,1190,596,6038,1608,9784,2549,9002,1738,5402,1227,4205,1572,5459,1358,988,596,998,665,2103,868,1355,631,1257,653,2015
"3438","12069","Lake County, Florida",120200,4932,2366,843,9505,1968,13426,2246,12828,2375,18358,2832,5867,1463,18820,3703,6288,1633,7105,1562,14324,2484,7780,1701,3533,1540,2015
"3439","12071","Lee County, Florida",256415,7329,5418,1109,17080,2734,26905,2847,33151,3797,49052,4908,18399,2517,46562,3972,9230,1625,9234,1776,25860,2960,10685,1932,4839,1125,2015
"3440","12073","Leon County, Florida",133215,4809,4654,1806,11955,2079,22892,2530,31152,3480,24476,2638,6808,1415,16246,1710,2504,835,3362,815,4019,987,2661,1063,2486,935,2015
"3441","12081","Manatee County, Florida",134494,5287,2564,936,7768,1438,15914,2627,22335,2707,29346,3379,9583,2153,23065,3007,2967,835,4280,1200,8142,1594,4978,1313,3552,1230,2015
"3442","12083","Marion County, Florida",101831,5436,1587,644,6996,1737,9791,1573,17583,2727,20385,3054,7478,2189,15960,2854,4926,1659,2272,916,7616,1829,4872,1669,2365,953,2015
"3443","12085","Martin County, Florida",57869,3070,1284,717,6368,1482,7264,1597,9474,1826,8817,1656,2741,767,7541,1860,2360,896,2083,853,4718,1255,3328,1127,1891,915,2015
"3444","12086","Miami-Dade County, Florida",1177551,14088,8411,1623,42951,4599,95902,6414,125085,6886,178942,7812,69360,6106,258223,8505,42345,4340,63841,4471,143045,7644,116721,6938,32725,3436,2015
"3445","12087","Monroe County, Florida",38641,1960,2676,780,6219,1167,10006,1968,5755,1301,5122,1224,1379,722,3026,1069,717,287,636,348,1683,537,977,623,445,303,2015
"3446","12089","Nassau County, Florida",31959,2594,440,383,2352,942,4686,1182,2771,887,3635,1075,2265,816,4462,1222,2322,847,1582,894,4496,1221,2163,1019,785,392,2015
"3447","12091","Okaloosa County, Florida",90547,3725,3907,1362,10343,1777,14677,2200,14525,2405,13816,2221,5643,1337,11578,1637,1815,682,2447,746,6337,1401,3809,1648,1650,662,2015
"3448","12095","Orange County, Florida",613437,10845,6249,1449,42722,3630,62213,4757,85588,5501,104483,6238,47369,4851,124656,7742,21497,2885,28272,3644,54485,4625,22596,3300,13307,2228,2015
"3449","12097","Osceola County, Florida",135511,5185,591,387,4606,1181,12544,2713,14469,2524,18322,3027,9348,2419,27173,3137,6385,2000,8484,2168,18828,2809,11210,2024,3551,1343,2015
"3450","12099","Palm Beach County, Florida",603979,8310,12186,1796,47711,4056,74141,4341,101360,5299,99997,4853,40241,3504,109247,5353,15737,1761,21862,2625,42379,3045,26591,2901,12527,2165,2015
"3451","12101","Pasco County, Florida",184322,4692,3423,863,14233,1977,18343,2122,22995,2747,25394,2695,10194,1882,24048,2482,7261,1542,7272,1284,23596,2463,21145,2802,6418,1536,2015
"3452","12103","Pinellas County, Florida",410421,6865,9184,1866,40778,3173,60935,3793,70984,4532,67840,3743,26553,2713,55807,3937,10619,1993,14381,2228,29893,2704,16098,2177,7349,1477,2015
"3453","12105","Polk County, Florida",243899,6418,5208,1265,17471,2474,33798,3454,47091,3440,43475,3767,12631,1909,32616,3201,7147,1586,7570,1485,20110,2803,13066,2354,3716,955,2015
"3454","12107","Putnam County, Florida",23929,2267,432,238,3107,1083,3164,1205,3680,1066,2721,765,1372,859,1558,664,1136,659,1092,452,2106,940,2695,792,866,570,2015
"3455","12109","St. Johns County, Florida",95913,3582,2473,1054,8444,1918,12244,1902,11925,2040,13938,2403,6861,1547,15064,2697,4604,1778,5531,1517,10219,1995,3528,1051,1082,598,2015
"3456","12111","St. Lucie County, Florida",115972,4677,1659,731,7179,1903,14346,2724,22215,3553,18614,3033,8491,1825,16598,3245,2695,1451,4668,1709,9180,2151,7268,2011,3059,1595,2015
"3457","12113","Santa Rosa County, Florida",69608,3360,896,844,6878,1836,7047,1520,8364,1805,9289,2072,5517,1843,13240,1870,1861,778,2550,764,9083,2010,3262,1129,1621,787,2015
"3458","12115","Sarasota County, Florida",144777,5353,2628,783,8128,1309,21842,2568,22011,2368,35926,3549,5424,925,30670,3783,2423,951,2767,951,6397,1385,3556,1184,3005,1137,2015
"3459","12117","Seminole County, Florida",202095,5694,3082,1172,12527,2217,22838,2789,32420,3647,32801,3353,13059,1717,33427,3330,8379,1664,11136,2139,20476,2667,9031,1538,2919,910,2015
"3460","12119","Sumter County, Florida",21342,2818,404,302,2998,1453,4464,1420,5500,1689,1905,783,701,420,1910,844,351,337,381,317,1002,518,1164,798,562,480,2015
"3461","12127","Volusia County, Florida",197047,5085,3235,1106,19272,2974,29440,2768,35771,3018,31753,3283,14016,2188,24461,2715,5079,1142,5152,1241,14017,2253,10706,1783,4145,989,2015
"3462","13013","Barrow County, Georgia",31241,1787,547,339,1846,650,2733,711,2933,805,3931,988,2886,807,5973,1139,1086,525,1523,519,3765,936,2013,721,2005,687,2015
"3463","13015","Bartow County, Georgia",43392,2414,1366,812,2136,768,4556,1190,8836,1858,6300,1458,2513,981,7221,1882,1241,584,545,316,3738,1395,4349,1309,591,418,2015
"3464","13021","Bibb County, Georgia",59157,2342,2094,643,4897,1118,8879,1401,13054,2228,13752,2037,3705,1008,6198,1154,1218,738,758,403,2573,982,863,421,1166,585,2015
"3465","13031","Bulloch County, Georgia",30280,2507,2834,1269,5322,1249,6108,1367,5112,1282,3104,1071,726,432,1852,792,329,283,680,442,1652,680,2116,1028,445,422,2015
"3466","13045","Carroll County, Georgia",47999,2643,531,305,5715,1479,6803,1598,7030,1481,4376,1028,3958,1056,6063,1433,648,492,1088,666,4245,1350,5925,1344,1617,682,2015
"3467","13047","Catoosa County, Georgia",29104,1964,244,301,2020,854,3849,1475,2950,841,7517,1629,3636,962,5041,1371,644,387,455,247,1594,632,746,537,408,311,2015
"3468","13051","Chatham County, Georgia",129603,4487,3153,952,13994,2354,23120,2920,27338,3015,23302,2981,8602,1932,12782,2012,4746,1540,2332,948,5597,1299,3638,1280,999,542,2015
"3469","13057","Cherokee County, Georgia",108160,4001,2530,1288,8468,2437,7603,1693,13010,2135,9685,2127,6817,1844,15281,2463,3111,897,5755,1869,16410,2634,15720,2234,3770,1337,2015
"3470","13059","Clarke County, Georgia",54589,2601,1535,626,9320,1776,13523,2554,13949,1865,6785,1360,1370,615,3297,868,417,286,608,370,1299,665,1771,1132,715,409,2015
"3471","13063","Clayton County, Georgia",111491,4471,813,383,5804,1361,9680,1986,16845,2162,14057,2071,8668,1505,19946,2272,5775,1866,5415,1430,11732,2258,9075,1799,3681,1119,2015
